year,state,state_po,margin,num_ballots
2020,NEW HAMPSHIRE,NH,0.17962996002080633,39
2020,NEW JERSEY,NJ,0.16307528082802603,43
2020,NEW MEXICO,NM,0.0875139140701913,80
2020,NORTH CAROLINA,NC,0.013870075938565311,505
2020,OKLAHOMA,OK,0.27946087058208213,26
2020,OREGON,OR,0.19428333625561073,37
2020,RHODE ISLAND,RI,0.3312393022324192,22
2020,SOUTH CAROLINA,SC,0.10270310889728618,69
2020,SOUTH DAKOTA,SD,0.31470495146578337,23
2020,TENNESSEE,TN,0.2703714928333741,26
2020,TEXAS,TX,0.07757482923607593,91
2020,VIRGINIA,VA,0.1208377950310629,58
2020,WEST VIRGINIA,WV,0.4056781329998793,18
