,year,state,state_po,margin,num_ballots,procedural_cost
207,2016,ARKANSAS,AR,0.2692097803446736,27,18.9
208,2016,CALIFORNIA,CA,0.3010929306611844,24,16.8
209,2016,COLORADO,CO,0.049055830114163625,143,100.1
210,2016,CONNECTICUT,CT,0.13639386717895094,52,36.4
211,2016,DELAWARE,DE,0.11430512466314907,62,43.4
212,2016,DISTRICT OF COLUMBIA,DC,0.8641350075981764,9,6.3
213,2016,FLORIDA,FL,0.011986256107856879,585,409.5
214,2016,GEORGIA,GA,0.051313426974101836,137,95.9
215,2016,HAWAII,HI,0.31541090882503475,23,16.1
216,2016,IDAHO,ID,0.31769418548217687,23,16.1
217,2016,ILLINOIS,IL,0.1706361362496803,42,29.4
218,2016,INDIANA,IN,0.19165193761659227,37,25.9
219,2016,IOWA,IA,0.09409547899181134,75,52.5
220,2016,KANSAS,KS,0.20602211073605076,34,23.8
221,2016,KENTUCKY,KY,0.29837450218252326,24,16.8
222,2016,LOUISIANA,LA,0.19639118555054824,36,25.2
223,2016,MAINE,ME,0.02868536012810082,245,171.5
224,2016,MARYLAND,MD,0.26416439506645106,27,18.9
225,2016,MASSACHUSETTS,MA,0.2676386230581614,27,18.9
226,2016,MICHIGAN,MI,0.002230332691293118,3139,2197.3
227,2016,MINNESOTA,MN,0.015198408574896207,461,322.7
228,2016,MISSISSIPPI,MS,0.1782624981705154,40,28.0
229,2016,MISSOURI,MO,0.18637117002924938,38,26.6
230,2016,MONTANA,MT,0.20530973093426838,35,24.5
231,2016,NEBRASKA,NE,0.2504859474999023,28,19.6
232,2016,NEVADA,NV,0.02417128360516623,290,203.0
233,2016,NEW HAMPSHIRE,NH,0.0036759568773713685,1905,1333.5
234,2016,NEW JERSEY,NJ,0.14102697799664743,50,35.0
235,2016,NEW MEXICO,NM,0.08213132845391379,86,60.2
236,2016,NEW YORK,NY,0.23745540294106035,30,21.0
237,2016,NORTH CAROLINA,NC,0.0365522852797094,192,134.4
238,2016,NORTH DAKOTA,ND,0.3572888837263329,20,14.0
239,2016,OHIO,OH,0.08129574399066167,87,60.9
240,2016,OKLAHOMA,OK,0.3639118453508347,20,14.0
241,2016,OREGON,OR,0.10977816818365332,64,44.8
242,2016,PENNSYLVANIA,PA,0.007242696391831641,967,676.9
243,2016,RHODE ISLAND,RI,0.15508549070977973,46,32.2
244,2016,SOUTH CAROLINA,SC,0.14265912896030342,50,35.0
245,2016,SOUTH DAKOTA,SD,0.29793322219009816,24,16.8
246,2016,TENNESSEE,TN,0.2600570089556452,27,18.9
247,2016,TEXAS,TX,0.08999427598323423,78,54.6
248,2016,UTAH,UT,0.18079547995831408,39,27.3
249,2016,VERMONT,VT,0.25963359721905843,27,18.9
250,2016,VIRGINIA,VA,0.053237058194936564,132,92.4
